Frame,BoneName_Head_X,BoneName_Head_Y,BoneName_Head_Z,BoneName_Tail_X,BoneName_Tail_Y,BoneName_Tail_Z,BoneName_Rot_X,BoneName_Rot_Y,BoneName_Rot_Z,BoneName_Rot_W
0,mixamorig:Hips,-6.79619836807251,202.79391479492188,18.913780212402344,-6.045575141906738,225.05746459960938,18.189834594726562,-0.015733296051621437,0.02994762733578682,-0.017322899773716927,0.9992775321006775
1,mixamorig:Spine,-6.558469772338867,222.46566772460938,14.401199340820312,-6.283501148223877,246.048095703125,13.096480369567871,0.03796769678592682,0.008929346688091755,0.004899810533970594,0.9992270469665527
2,mixamorig:Spine1,-6.283501148223877,246.048095703125,13.096480369567871,-6.092903137207031,273.88092041015625,13.095181465148926,-0.0012718518264591694,0.004655651282519102,0.008345133624970913,0.9999535083770752
3,mixamorig:Spine2,-6.092903137207031,273.88092041015625,13.095181465148926,-4.983504295349121,299.3501892089844,17.190509796142578,-0.0007568656001240015,0.00496358796954155,4.185466968920082e-05,0.9999874234199524
4,mixamorig:Neck,-4.748313903808594,304.7496337890625,18.058712005615234,-3.7331132888793945,326.021728515625,27.234663009643555,0.04157475754618645,-0.008148730732500553,0.02326260879635811,0.9988313317298889
5,mixamorig:Head,-3.7331039905548096,326.02166748046875,27.234638214111328,-2.9747238159179688,353.76434326171875,37.0820426940918,-0.03338705375790596,-0.016709554940462112,0.007696825545281172,0.9992732405662537
6,mixamorig:HeadTop_End,-4.356187343597412,363.6427917480469,40.24728012084961,-3.5978076457977295,391.3854675292969,50.09468460083008,1.4551915228366852e-11,-2.233855600497492e-10,-8.659445938086208e-10,1.0
7,mixamorig:RightEye,-9.82088565826416,341.34014892578125,44.78423309326172,-9.062505722045898,369.08282470703125,54.63163757324219,1.4551915228366852e-11,-2.233855600497492e-10,-8.659445938086208e-10,1.0
8,mixamorig:LeftEye,2.372509002685547,341.955322265625,44.75284957885742,4.315027713775635,369.04876708984375,56.1270866394043,0.02974666655063629,0.06099579483270645,-0.017689617350697517,0.9975378513336182
9,mixamorig:LeftShoulder,7.307468414306641,292.52764892578125,15.268519401550293,32.385887145996094,289.3429870605469,7.0464982986450195,0.07497350871562958,0.014901835471391678,-0.029365766793489456,0.9966416358947754
10,mixamorig:LeftArm,32.385887145996094,289.3429870605469,7.0464982986450195,42.94230270385742,235.3223876953125,10.112229347229004,0.577311635017395,-0.09128102660179138,0.018603116273880005,0.8111923336982727
11,mixamorig:LeftForeArm,45.055389404296875,237.98692321777344,9.317380905151367,48.73651123046875,187.296630859375,23.529077529907227,0.08354947715997696,0.020468613132834435,0.09074030071496964,0.9921525716781616
12,mixamorig:LeftHand,48.73651123046875,187.296630859375,23.529077529907227,52.202239990234375,165.31753540039062,32.12065505981445,-0.04792926087975502,0.3973977863788605,0.039710450917482376,0.9155331254005432
13,mixamorig:LeftHandMiddle1,52.767822265625,161.73037719726562,33.522891998291016,55.81382369995117,156.05979919433594,36.094573974609375,0.15909411013126373,0.0032701524905860424,-0.03910590335726738,0.9864832162857056
14,mixamorig:LeftHandMiddle2,55.81382369995117,156.05979919433594,36.094573974609375,57.04264450073242,149.40524291992188,36.97134780883789,0.004842613358050585,-0.10154327005147934,-0.19408734142780304,0.9757026433944702
15,mixamorig:LeftHandMiddle3,57.04262161254883,149.40518188476562,36.97126007080078,56.590599060058594,142.15028381347656,35.6244010925293,0.017179615795612335,0.32682377099990845,-0.19593900442123413,0.9243911504745483
16,mixamorig:LeftHandMiddle4,56.590641021728516,142.1502685546875,35.62435531616211,56.13861846923828,134.89537048339844,34.277496337890625,1.6155871338926322e-27,0.0,0.0,1.0
17,mixamorig:LeftHandThumb1,44.12489318847656,177.2733917236328,30.62749671936035,39.326332092285156,168.56687927246094,35.838584899902344,-0.051411956548690796,-0.04145955666899681,0.0048120939172804356,0.9978049993515015
18,mixamorig:LeftHandThumb2,39.32634353637695,168.56686401367188,35.838592529296875,36.9631233215332,161.41754150390625,40.68669509887695,-0.006770001724362373,0.06224961206316948,-0.21515141427516937,0.9745712280273438
19,mixamorig:LeftHandThumb3,36.96306228637695,161.41757202148438,40.6866569519043,36.078369140625,155.69241333007812,40.813411712646484,-0.0918874591588974,0.032071083784103394,-0.2666660249233246,0.9588625431060791
20,mixamorig:LeftHandThumb4,36.078369140625,155.69241333007812,40.81337356567383,35.18400573730469,149.9678192138672,40.8868522644043,0.0006260300287976861,-0.005751820281147957,-0.004630465060472488,0.9999725222587585
21,mixamorig:LeftHandIndex1,49.478416442871094,161.9864959716797,37.57508087158203,50.88356399536133,155.06759643554688,37.37894821166992,-0.01930977776646614,-0.00033568113576620817,-0.017448537051677704,0.9996612071990967
22,mixamorig:LeftHandIndex2,50.883567810058594,155.0675811767578,37.37890625,51.09223937988281,148.6158447265625,38.10002899169922,0.10346139222383499,0.13573913276195526,-0.033402811735868454,0.9847613573074341
23,mixamorig:LeftHandIndex3,51.09218215942383,148.6158447265625,38.100006103515625,50.21446228027344,142.08425903320312,38.30171585083008,0.06409282982349396,0.4856187701225281,-0.06586240977048874,0.8693265318870544
24,mixamorig:LeftHandIndex4,50.21443557739258,142.08424377441406,38.3017463684082,49.33671569824219,135.5526580810547,38.503456115722656,1.6155871338926322e-27,0.0,0.0,1.0
25,mixamorig:LeftHandRing1,55.00186538696289,162.94081115722656,29.442903518676758,56.81386184692383,157.1260986328125,31.091989517211914,0.2713755965232849,0.009356346912682056,-0.06532490253448486,0.960208535194397
26,mixamorig:LeftHandRing2,56.81386947631836,157.12608337402344,31.0920467376709,57.84951400756836,151.0843505859375,32.785823822021484,0.04852210730314255,0.14123167097568512,-0.0414576455950737,0.9879172444343567
27,mixamorig:LeftHandRing3,57.84951400756836,151.0843505859375,32.785823822021484,57.263423919677734,144.09609985351562,33.37875747680664,0.07297433912754059,0.11998656392097473,-0.13626715540885925,0.980667769908905
28,mixamorig:LeftHandRing4,57.263404846191406,144.09608459472656,33.37881088256836,56.67731857299805,137.1078338623047,33.97175216674805,1.6155871338926322e-27,0.0,0.0,1.0
29,mixamorig:LeftHandPinky1,56.744144439697266,165.107177734375,24.34808349609375,57.72502899169922,158.7896270751953,25.710111618041992,0.43255814909935,0.014024895615875721,-0.08097024261951447,0.8978533148765564
30,mixamorig:LeftHandPinky2,57.72502899169922,158.7896270751953,25.710111618041992,58.06074142456055,155.2552032470703,27.8571834564209,0.142390638589859,0.05384932830929756,0.08995191752910614,0.9842427372932434
31,mixamorig:LeftHandPinky3,58.06072998046875,155.2552032470703,27.85719108581543,58.74260711669922,149.95591735839844,29.4081974029541,-0.09109266847372055,0.1311827152967453,-0.09440287947654724,0.9826399683952332
32,mixamorig:LeftHandPinky4,58.74259567260742,149.95591735839844,29.408184051513672,59.42447280883789,144.65663146972656,30.959190368652344,1.6155871338926322e-27,0.0,0.0,1.0
33,mixamorig:RightShoulder,-18.204225540161133,293.100341796875,17.291900634765625,-45.080657958984375,293.5055236816406,16.473474502563477,0.0012941417517140508,-0.18552477657794952,-0.038106683641672134,0.981899619102478
34,mixamorig:RightArm,-45.080657958984375,293.5055236816406,16.473474502563477,-57.74876022338867,253.5338134765625,53.354209899902344,0.31344303488731384,0.13890551030635834,-0.46023303270339966,0.8189290165901184
35,mixamorig:RightForeArm,-57.748802185058594,253.53378295898438,53.35420227050781,-30.028942108154297,295.5163269042969,52.61953353881836,-0.2377290278673172,-0.0053744008764624596,-0.8996843695640564,0.3660929203033447
36,mixamorig:RightHand,-30.02886199951172,295.5163269042969,52.619537353515625,-27.77235221862793,317.5279846191406,48.85445785522461,-0.20816315710544586,0.20272639393806458,-0.13400794565677643,0.9419649243354797
37,mixamorig:RightHandMiddle1,-27.408416748046875,321.07855224609375,48.247135162353516,-26.39111328125,326.90008544921875,46.5092887878418,0.0583927184343338,0.006012446712702513,-0.034952614456415176,0.9976634979248047
38,mixamorig:RightHandMiddle2,-26.39113998413086,326.9000549316406,46.50929641723633,-24.780515670776367,333.77349853515625,44.73524475097656,0.006903370842337608,0.24841441214084625,0.033294204622507095,0.9680570960044861
39,mixamorig:RightHandMiddle3,-24.78053855895996,333.7734680175781,44.735191345214844,-23.57465934753418,340.3202819824219,41.36829376220703,0.09410184621810913,0.18812255561351776,-0.06261365115642548,0.9756202697753906
40,mixamorig:RightHandMiddle4,-23.574621200561523,340.3202819824219,41.368309020996094,-22.368741989135742,346.8670959472656,38.001407623291016,-3.2311742677852644e-27,0.0,0.0,1.0
41,mixamorig:RightHandThumb1,-28.71603775024414,303.56915283203125,43.84058380126953,-29.166345596313477,311.9230041503906,37.74839401245117,-0.17829065024852753,0.03813432157039642,-0.026020977646112442,0.982894241809845
42,mixamorig:RightHandThumb2,-29.166343688964844,311.9229736328125,37.7484016418457,-26.710891723632812,318.82373046875,33.29017639160156,0.08068229258060455,0.08391150087118149,0.14790868759155273,0.9821263551712036
43,mixamorig:RightHandThumb3,-26.710859298706055,318.82373046875,33.29020309448242,-22.14194107055664,319.53460693359375,29.2521915435791,0.3155576288700104,0.3797324597835541,0.2761651277542114,0.8245964646339417
44,mixamorig:RightHandThumb4,-22.14194107055664,319.53460693359375,29.2521915435791,-17.573020935058594,320.2454528808594,25.214160919189453,2.980232594040899e-08,1.1175872671742582e-08,7.450583261459087e-09,1.0
45,mixamorig:RightHandIndex1,-29.40191078186035,321.01629638671875,43.48404312133789,-28.03411293029785,327.419189453125,40.75815963745117,0.10052545368671417,0.02588975429534912,-0.07260462641716003,0.9919440150260925
46,mixamorig:RightHandIndex2,-28.034107208251953,327.419189453125,40.75815963745117,-27.070695877075195,333.91192626953125,37.31001663208008,-0.002167025813832879,-0.007729307748377323,-0.05289074778556824,0.9985681176185608
47,mixamorig:RightHandIndex3,-27.070720672607422,333.9118957519531,37.309993743896484,-25.39069366455078,338.3943786621094,34.556236267089844,0.08960860967636108,0.03731466457247734,0.029494933784008026,0.9948406219482422
48,mixamorig:RightHandIndex4,-25.39073371887207,338.39434814453125,34.55620574951172,-23.710708618164062,342.8768310546875,31.802448272705078,-3.2311742677852644e-27,0.0,0.0,1.0
49,mixamorig:RightHandRing1,-25.642770767211914,319.52618408203125,52.023136138916016,-22.84265899658203,325.6416015625,50.68670654296875,0.14927038550376892,-0.0064882696606218815,0.059689197689294815,0.9869718551635742
50,mixamorig:RightHandRing2,-22.84265899658203,325.6416015625,50.68670654296875,-18.816070556640625,320.5843811035156,48.4652214050293,0.7954775094985962,0.15528398752212524,0.21254687011241913,0.5458264946937561
51,mixamorig:RightHandRing3,-18.81611442565918,320.5843505859375,48.465179443359375,-22.590560913085938,316.0142822265625,47.42880630493164,0.6017969250679016,-0.21140049397945404,-0.11681917309761047,0.7612513899803162
52,mixamorig:RightHandRing4,-22.590560913085938,316.0142822265625,47.42880630493164,-26.365020751953125,311.4441833496094,46.39239501953125,-3.2311742677852644e-27,0.0,0.0,1.0
53,mixamorig:RightHandPinky1,-23.274505615234375,316.8466796875,56.24512481689453,-20.54905891418457,321.8871765136719,54.681846618652344,0.19386816024780273,-0.03851092606782913,0.03394908457994461,0.9796833992004395
54,mixamorig:RightHandPinky2,-20.549041748046875,321.88714599609375,54.68183135986328,-19.45865821838379,325.2509765625,53.390132904052734,-0.03207828477025032,0.40337660908699036,-0.09072384983301163,0.9099602699279785
55,mixamorig:RightHandPinky3,-19.458606719970703,325.2509765625,53.39012908935547,-13.938496589660645,325.3194274902344,50.211082458496094,0.29697996377944946,0.15129385888576508,0.4426107406616211,0.8324716687202454
56,mixamorig:RightHandPinky4,-13.938496589660645,325.3194274902344,50.211082458496094,-8.41839599609375,325.3878173828125,47.03199005126953,-3.2311742677852644e-27,0.0,0.0,1.0
57,mixamorig:LeftUpLeg,11.378568649291992,188.39268493652344,20.920574188232422,19.48531723022461,103.67256164550781,25.7794246673584,0.032205235213041306,-0.1107117310166359,0.06275589019060135,0.9913462996482849
58,mixamorig:LeftLeg,19.48531723022461,103.67256164550781,25.7794246673584,19.471956253051758,26.83478546142578,-11.881860733032227,-0.2363252341747284,0.05253295600414276,0.011737548746168613,0.970181941986084
59,mixamorig:LeftFoot,19.471956253051758,26.83478546142578,-11.881860733032227,27.022632598876953,3.5851306915283203,9.506704330444336,0.14908155798912048,-0.040056973695755005,-0.020652446895837784,0.9877973794937134
60,mixamorig:LeftToeBase,27.022632598876953,3.5851306915283203,9.506704330444336,30.54867935180664,3.179962396621704,28.238203048706055,0.023618193343281746,0.0004083173698745668,-4.8403624219872654e-08,0.9997209906578064
61,mixamorig:LeftToe_End,30.54867935180664,3.179962396621704,28.238203048706055,34.07472229003906,2.774796485900879,46.969703674316406,-3.291510175529311e-09,2.6336210989796882e-09,4.544061793509968e-10,1.0
62,mixamorig:RightUpLeg,-25.668006896972656,189.05868530273438,20.635499954223633,-20.125864028930664,105.19408416748047,32.05453872680664,0.04749119654297829,0.019634632393717766,0.044004589319229126,0.9977086782455444
63,mixamorig:RightLeg,-20.125864028930664,105.19408416748047,32.05453872680664,-24.57748031616211,24.675216674804688,3.8875999450683594,-0.1958485096693039,0.07144631445407867,-0.05994972959160805,0.9761888980865479
64,mixamorig:RightFoot,-24.57748031616211,24.675216674804688,3.8875999450683594,-38.932044982910156,3.18408203125,24.37748908996582,0.10657227039337158,0.18068574368953705,-0.09556722640991211,0.9730682969093323
65,mixamorig:RightToeBase,-38.932044982910156,3.18408203125,24.37748908996582,-50.436126708984375,3.782179832458496,40.36122512817383,0.009474048390984535,0.0013260709820315242,-1.0869277389247145e-07,0.9999542236328125
66,mixamorig:RightToe_End,-50.436126708984375,3.782179832458496,40.36122512817383,-61.94021224975586,4.380277156829834,56.3449592590332,2.527884745973097e-08,6.78661293829208e-10,-3.7034635358423884e-09,1.0
